"Girokonto";"DE72 1203 0000 0011 4478 55"
""
"Zeitraum:";"01.07.2025 - 30.06.2026"
"Kontostand vom 30.06.2026:";"3.412,87 €"
""
"Buchungsdatum";"Wertstellung";"Status";"Zahlungspflichtige*r";"Zahlungsempfänger*in";"Verwendungszweck";"Umsatztyp";"IBAN";"Betrag (€)";"Gläubiger-ID";"Mandatsreferenz";"Kundenreferenz";"Kategorie";"Unterkategorie"
"12.10.25";"12.10.25";"Gebucht";"Lukas Mustermann";"Buchhandlung.Schmidt/Kiel";"BUCHHANDLUNG SAGT DANKE. 2025-10-12T20:54:40 KFN 0 VJ 2812";"Ausgang";"";"-55,55";"";"";"";"5. education";"books"
"05.11.25";"05.11.25";"Gebucht";"Lukas Mustermann";"Decathlon/Hamburg";"DECATHLON 2025-11-05T13:17:23 KFN 0 VJ 2812";"Ausgang";"";"-16,89";"";"";"";"2. lifestyle&fun";"sports"
"29.04.26";"29.04.26";"Gebucht";"Lukas Mustermann";"osnatel";"Rechnung 04/2026 Kd-Nr. 377731";"Ausgang";"DE10253759335851514940";"-50,39";"DE22O07467239798";"O-377731";"";"8. fixed costs";"internet"
"30.04.26";"30.04.26";"Gebucht";"Lukas Mustermann";"Sportverein TSV";"SPORTVEREIN Abo Kd-Nr. 910507 04/2026";"Ausgang";"DE19709574454069143876";"-19,94";"DE22ST73843155676";"ST-910507";"";"7. abos";"memberships"
"08.08.25";"08.08.25";"Gebucht";"Lukas Mustermann";"Wohnungsbau Genossenschaft";"Miete 08/2025 Whg 115360";"Ausgang";"DE96439453497320096015";"-853,16";"DE22WG35305325624";"WG-115360";"";"8. fixed costs";"rent"
"07.06.26";"07.06.26";"Gebucht";"Lukas Mustermann";"medpex.Apotheke.2641/Bonn";"MEDPEX SAGT DANKE. 2026-06-07T12:48:27 KFN 0 VJ 2812";"Ausgang";"";"-31,98";"";"";"";"6. healthcare";"pharmacy"
"08.08.25";"08.08.25";"Gebucht";"Lukas Mustermann";"GEWOBA";"Miete 08/2025 Whg 400998";"Ausgang";"DE12971922887415949254";"-1.278,15";"DE22G34502664273";"G-400998";"";"8. fixed costs";"rent"
"23.09.25";"23.09.25";"Gebucht";"Lukas Mustermann";"Naturstrom";"Abschlag 09/2025 Kundennr 49305397";"Ausgang";"DE34513599642606009897";"-76,94";"DE22N27405143164";"N-49305397";"";"8. fixed costs";"electricity"
"30.09.25";"30.09.25";"Gebucht";"Lukas Mustermann";"John Reed";"JOHN Abo Kd-Nr. 215013 09/2025";"Ausgang";"DE43390627989582477339";"-47,39";"DE22JR12990371912";"JR-215013";"";"7. abos";"gym"
"08.03.26";"08.03.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"1898987877677 PP.4855.PP . ANTHROPIC, Ihr Einkauf bei ANTHROPIC";"Ausgang";"DE88500700100175526303";"-23,22";"LU96ZZZ0000000000000000058";"5PYM513877123KV";"";"7. abos";"AI"
"12.07.25";"12.07.25";"Gebucht";"Lukas Mustermann";"GEWOBA";"Miete 07/2025 Whg 833451";"Ausgang";"DE29829454183378814742";"-497,97";"DE22G50743820395";"G-833451";"";"8. fixed costs";"rent"
"11.12.25";"11.12.25";"Gebucht";"Lukas Mustermann";"EWE Gas";"Abschlag 12/2025 Kundennr 9442472";"Ausgang";"DE22647283334326032227";"-101,63";"DE22EG56175834417";"EG-9442472";"";"8. fixed costs";"gas/heating"
"10.02.26";"10.02.26";"Gebucht";"Lukas Mustermann";"taz";"TAZ Abo Kd-Nr. 681436 02/2026";"Ausgang";"DE59723976610541715007";"-30,44";"DE22T60175180077";"T-681436";"";"7. abos";"(e)-papers"
"26.07.25";"26.07.25";"Gebucht";"Lukas Mustermann";"Booking.com";"Lastschrift 07/2025 Ref 16862278";"Ausgang";"DE37693898331465911665";"-486,26";"DE22B53559042597";"B-16862278";"";"2. lifestyle&fun";"vacation"
"19.12.25";"19.12.25";"Gebucht";"Lukas Mustermann";"Udemy";"UDEMY Abo Kd-Nr. 860435660 12/2025";"Ausgang";"DE50337469833067730671";"-17,65";"DE22U82226679419";"U-860435660";"";"5. education";"online courses"
"19.07.25";"19.07.25";"Gebucht";"Lukas Mustermann";"Sportverein TSV";"SPORTVEREIN Abo Kd-Nr. 337069511 07/2025";"Ausgang";"DE81961387595594229813";"-39,54";"DE22ST32419977118";"ST-337069511";"";"7. abos";"memberships"
"01.06.26";"01.06.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"5869263560062 PP.4855.PP . CONTABO, Ihr Einkauf bei CONTABO";"Ausgang";"DE88500700100175526303";"-13,71";"LU96ZZZ0000000000000000058";"5PYM551517975KV";"";"7. abos";"self-hosting"
"11.07.25";"11.07.25";"Gebucht";"Lukas Mustermann";"LichtBlick";"Abschlag 07/2025 Kundennr 503052411";"Ausgang";"DE42076513352949576039";"-54,79";"DE22L61084929704";"L-503052411";"";"8. fixed costs";"electricity"
"27.07.25";"27.07.25";"Gebucht";"Lukas Mustermann";"L.Osteria/Frankfurt";"Kartenzahlung 2025-07-27T19:09:52 KFN 0 VJ 2812";"Ausgang";"";"-59,18";"";"";"";"2. lifestyle&fun";"going out (food&drinks)"
"27.10.25";"27.10.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"2819648253110 PP.4855.PP . BUTLERS, Ihr Einkauf bei BUTLERS";"Ausgang";"DE88500700100175526303";"-24,94";"LU96ZZZ0000000000000000058";"5PYM609209819KV";"";"2. lifestyle&fun";"presents"
"19.03.26";"19.03.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"2047676660828 PP.4855.PP . BACKBLAZE, Ihr Einkauf bei BACKBLAZE";"Ausgang";"DE88500700100175526303";"-115,65";"LU96ZZZ0000000000000000058";"5PYM874587120KV";"";"7. abos";"cloud/software"
"04.11.25";"04.11.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"6051171603988 PP.4855.PP . CANYON, Ihr Einkauf bei CANYON";"Ausgang";"DE88500700100175526303";"-979,42";"LU96ZZZ0000000000000000058";"5PYM636536218KV";"";"3. mobility";"bicycle"
"18.12.25";"18.12.25";"Gebucht";"Lukas Mustermann";"Thüga";"Abschlag 12/2025 Kundennr 435408584";"Ausgang";"DE20495492876756753866";"-155,72";"DE22T88145392413";"T-435408584";"";"8. fixed costs";"gas/heating"
"24.04.26";"24.04.26";"Gebucht";"Lukas Mustermann";"FlixBus/München";"FLIXBUS SAGT DANKE. 2026-04-24T19:49:10 KFN 0 VJ 2812";"Ausgang";"";"-77,76";"";"";"";"2. lifestyle&fun";"vacation"
"06.01.26";"06.01.26";"Gebucht";"Lukas Mustermann";"Landmetzgerei.Schulz.1473/München";"LANDMETZGEREI SAGT DANKE. 2026-01-06T11:06:03 KFN 0 VJ 2812";"Ausgang";"";"-25,11";"";"";"";"1. groceries";"farmers market"
"18.03.26";"18.03.26";"Gebucht";"Lukas Mustermann";"Zweirad.Stadler/Bonn";"ZWEIRAD SAGT DANKE. 2026-03-18T15:21:56 KFN 0 VJ 2812";"Ausgang";"";"-1.273,16";"";"";"";"3. mobility";"bicycle"
"19.06.26";"19.06.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"4193245381097 PP.4855.PP . BABYONE, Ihr Einkauf bei BABYONE";"Ausgang";"DE88500700100175526303";"-192,57";"LU96ZZZ0000000000000000058";"5PYM941224870KV";"";"4. family";"family"
"30.04.26";"30.04.26";"Gebucht";"Lukas Mustermann";"Superfit";"SUPERFIT Abo Kd-Nr. 275442206 04/2026";"Ausgang";"DE18506929873864006724";"-54,08";"DE22S66390321430";"S-275442206";"";"7. abos";"gym"
"29.12.25";"29.12.25";"Gebucht";"Lukas Mustermann";"NABU";"NABU Abo Kd-Nr. 777859294 12/2025";"Ausgang";"DE58361883744892396042";"-28,25";"DE22N44502567021";"N-777859294";"";"7. abos";"memberships"
"29.09.25";"29.09.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"7564439095195 PP.4855.PP . LINODE, Ihr Einkauf bei LINODE";"Ausgang";"DE88500700100175526303";"-52,20";"LU96ZZZ0000000000000000058";"5PYM663006362KV";"";"7. abos";"self-hosting"
"10.03.26";"10.03.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"9940842906969 PP.4855.PP . BUCHHANDLUNG SCHMIDT, Ihr Einkauf bei BUCHHANDLUNG SCHMIDT";"Ausgang";"DE88500700100175526303";"-56,41";"LU96ZZZ0000000000000000058";"5PYM045289860KV";"";"5. education";"books"
"29.08.25";"29.08.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"6936835991676 PP.4855.PP . AMAZON PRIME VIDEO, Ihr Einkauf bei AMAZON PRIME VIDEO";"Ausgang";"DE88500700100175526303";"-16,73";"LU96ZZZ0000000000000000058";"5PYM403239193KV";"";"7. abos";"streaming"
"15.01.26";"15.01.26";"Gebucht";"Lukas Mustermann";"Elbphilharmonie/Hannover";"Kartenzahlung 2026-01-15T11:33:42 KFN 0 VJ 2812";"Ausgang";"";"-127,74";"";"";"";"2. lifestyle&fun";"theatre/opera"
"15.12.25";"15.12.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"5120627672935 PP.4855.PP . HIRSCH APOTHEKE, Ihr Einkauf bei HIRSCH APOTHEKE";"Ausgang";"DE88500700100175526303";"-37,56";"LU96ZZZ0000000000000000058";"5PYM097934421KV";"";"6. healthcare";"pharmacy"
"01.10.25";"01.10.25";"Gebucht";"Lukas Mustermann";"Komödie.5102/Mainz";"KOMÖDIE SAGT DANKE. 2025-10-01T13:41:10 KFN 0 VJ 2812";"Ausgang";"";"-114,54";"";"";"";"2. lifestyle&fun";"theatre/opera"
"07.07.25";"07.07.25";"Gebucht";"Lukas Mustermann";"LinkedIn.Learning.567/Regensburg";"LINKEDIN 73940598//Regensburg/DE 2025-07-07T16:32:00 KFN 0 VJ 2812";"Ausgang";"";"-72,05";"";"";"";"5. education";"online courses"
"16.04.26";"16.04.26";"Gebucht";"Lukas Mustermann";"Pizza.Hut.017/Wuppertal";"PIZZA 2026-04-16T07:07:59 KFN 0 VJ 2812";"Ausgang";"";"-82,31";"";"";"";"2. lifestyle&fun";"going out (food&drinks)"
"16.06.26";"16.06.26";"Gebucht";"Lukas Mustermann";"1und1";"Rechnung 06/2026 Kd-Nr. 977354";"Ausgang";"DE96259590121355301253";"-56,37";"DE22143646693706";"1-977354";"";"8. fixed costs";"telephone"
"21.03.26";"21.03.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"6524445446083 PP.4855.PP . ROSE BIKES, Ihr Einkauf bei ROSE BIKES";"Ausgang";"DE88500700100175526303";"-1.268,14";"LU96ZZZ0000000000000000058";"5PYM851799378KV";"";"3. mobility";"bicycle"
"22.02.26";"22.02.26";"Gebucht";"Lukas Mustermann";"DigitalOcean";"DIGITALOCEAN Abo Kd-Nr. 522932 02/2026";"Ausgang";"DE29725401493847543188";"-16,79";"DE22D64594780079";"D-522932";"";"7. abos";"self-hosting"
"03.12.25";"03.12.25";"Gebucht";"Lukas Mustermann";"Musical.Dome/Essen";"Kartenzahlung 2025-12-03T13:17:55 KFN 0 VJ 2812";"Ausgang";"";"-49,96";"";"";"";"2. lifestyle&fun";"theatre/opera"
"14.09.25";"14.09.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"1792651732816 PP.4855.PP . LÖWEN APOTHEKE, Ihr Einkauf bei LÖWEN APOTHEKE";"Ausgang";"DE88500700100175526303";"-63,08";"LU96ZZZ0000000000000000058";"5PYM291087392KV";"";"6. healthcare";"pharmacy"
"14.11.25";"14.11.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"7220373378406 PP.4855.PP . RUNWAY, Ihr Einkauf bei RUNWAY";"Ausgang";"DE88500700100175526303";"-23,43";"LU96ZZZ0000000000000000058";"5PYM138674857KV";"";"7. abos";"AI"
"29.03.26";"29.03.26";"Gebucht";"Lukas Mustermann";"Ökostrom Greenpeace Energy";"Abschlag 03/2026 Kundennr 932894011";"Ausgang";"DE71303709718467908773";"-139,50";"DE22ÖGE73169275927";"ÖGE-932894011";"";"8. fixed costs";"electricity"
"08.11.25";"08.11.25";"Gebucht";"Lukas Mustermann";"Praxis.Dr..Berger/Bonn";"PRAXIS 2025-11-08T22:46:51 KFN 0 VJ 2812";"Ausgang";"";"-185,09";"";"";"";"6. healthcare";"doctor"
"20.04.26";"20.04.26";"Gebucht";"Lukas Mustermann";"Vapiano.5626/München";"Kartenzahlung 2026-04-20T13:26:32 KFN 0 VJ 2812";"Ausgang";"";"-90,55";"";"";"";"2. lifestyle&fun";"going out (food&drinks)"
"14.03.26";"14.03.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"4223543404668 PP.4855.PP . SCHULVEREIN, Ihr Einkauf bei SCHULVEREIN";"Ausgang";"DE88500700100175526303";"-184,48";"LU96ZZZ0000000000000000058";"5PYM212156495KV";"";"4. family";"family"
"09.08.25";"09.08.25";"Gebucht";"Lukas Mustermann";"A-ROSA Resort";"Lastschrift 08/2025 Ref 1928554";"Ausgang";"DE45189520284576521328";"-458,66";"DE22AR33898881671";"AR-1928554";"";"2. lifestyle&fun";"vacation"
"20.09.25";"20.09.25";"Gebucht";"Lukas Mustermann";"SportScheck/Regensburg";"SPORTSCHECK 59027716//Regensburg/DE 2025-09-20T21:11:39 KFN 0 VJ 2812";"Ausgang";"";"-27,35";"";"";"";"2. lifestyle&fun";"sports"
"21.08.25";"21.08.25";"Gebucht";"Lukas Mustermann";"Schauspielhaus";"Lastschrift 08/2025 Ref 0916601";"Ausgang";"DE00231429001851327972";"-99,12";"DE22S45723084810";"S-0916601";"";"2. lifestyle&fun";"theatre/opera"
"05.10.25";"05.10.25";"Gebucht";"Lukas Mustermann";"1und1 DSL";"Rechnung 10/2025 Kd-Nr. 42179534";"Ausgang";"DE85645044624044163166";"-53,02";"DE221D41700033790";"1D-42179534";"";"8. fixed costs";"internet"
"30.05.26";"30.05.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"4540193802620 PP.4855.PP . CAFÉ EXTRABLATT, Ihr Einkauf bei CAFÉ EXTRABLATT";"Ausgang";"DE88500700100175526303";"-26,15";"LU96ZZZ0000000000000000058";"5PYM672400499KV";"";"2. lifestyle&fun";"going out (food&drinks)"
"11.04.26";"11.04.26";"Gebucht";"Lukas Mustermann";"Vodafone";"Rechnung 04/2026 Kd-Nr. 489948";"Ausgang";"DE22332284661999710818";"-35,30";"DE22V63213375214";"V-489948";"";"8. fixed costs";"telephone"
"19.09.25";"19.09.25";"Gebucht";"Lukas Mustermann";"OpenAI";"OPENAI Abo Kd-Nr. 53960160 09/2025";"Ausgang";"DE99324707926251743160";"-40,09";"DE22O32503943988";"O-53960160";"";"7. abos";"AI"
"10.04.26";"10.04.26";"Gebucht";"Lukas Mustermann";"Block.House/Mainz";"BLOCK SAGT DANKE. 2026-04-10T20:14:20 KFN 0 VJ 2812";"Ausgang";"";"-78,07";"";"";"";"2. lifestyle&fun";"going out (food&drinks)"
"23.04.26";"23.04.26";"Gebucht";"Lukas Mustermann";"Traumpalast.6351/Hannover";"TRAUMPALAST SAGT DANKE. 2026-04-23T16:32:51 KFN 0 VJ 2812";"Ausgang";"";"-10,56";"";"";"";"2. lifestyle&fun";"cinema"
"30.09.25";"30.09.25";"Gebucht";"Lukas Mustermann";"V-Markt/Mainz";"V-MARKT 27109477//Mainz/DE 2025-09-30T15:02:03 KFN 0 VJ 2812";"Ausgang";"";"-32,90";"";"";"";"1. groceries";"supermarket"
"20.03.26";"20.03.26";"Gebucht";"Lukas Mustermann";"üstra Hannover";"Lastschrift 03/2026 Ref 315388";"Ausgang";"DE82452790504043333538";"-52,66";"DE22ÜH49516321119";"ÜH-315388";"";"3. mobility";"öpnv"
"20.03.26";"20.03.26";"Gebucht";"Lukas Mustermann";"Spargelhof.Klein.297/Rostock";"SPARGELHOF SAGT DANKE. 2026-03-20T08:08:04 KFN 0 VJ 2812";"Ausgang";"";"-36,84";"";"";"";"1. groceries";"farmers market"
"10.02.26";"10.02.26";"Gebucht";"Lukas Mustermann";"Spielwaren.Müller/Hannover";"SPIELWAREN 2026-02-10T10:01:30 KFN 0 VJ 2812";"Ausgang";"";"-114,31";"";"";"";"4. family";"family"
"11.02.26";"11.02.26";"Gebucht";"Lukas Mustermann";"Buch.Habel/Dortmund";"BUCH 58001873//Dortmund/DE 2026-02-11T13:03:44 KFN 0 VJ 2812";"Ausgang";"";"-38,22";"";"";"";"5. education";"books"
"21.02.26";"21.02.26";"Gebucht";"Lukas Mustermann";"GitHub";"GITHUB Abo Kd-Nr. 68210037 02/2026";"Ausgang";"DE09070378088669320709";"-12,27";"DE22G83484926748";"G-68210037";"";"7. abos";"cloud/software"
"11.08.25";"11.08.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"9715066626705 PP.4855.PP . TRANSDEV, Ihr Einkauf bei TRANSDEV";"Ausgang";"DE88500700100175526303";"-45,62";"LU96ZZZ0000000000000000058";"5PYM514377693KV";"";"3. mobility";"train tickets"
"25.06.26";"25.06.26";"Gebucht";"Lukas Mustermann";"Vonovia";"Miete 06/2026 Whg 33825417";"Ausgang";"DE68922068299458028457";"-789,28";"DE22V18691981625";"V-33825417";"";"8. fixed costs";"rent"
"05.11.25";"05.11.25";"Gebucht";"Lukas Mustermann";"Stadtwerke München";"Abschlag 11/2025 Kundennr 18522916";"Ausgang";"DE56130739871484544300";"-47,86";"DE22SM74577741465";"SM-18522916";"";"8. fixed costs";"electricity"
"26.04.26";"26.04.26";"Gebucht";"Lukas Mustermann";"LichtBlick";"Abschlag 04/2026 Kundennr 07867253";"Ausgang";"DE08158086789451193246";"-142,61";"DE22L71999275237";"L-07867253";"";"8. fixed costs";"electricity"
"27.11.25";"27.11.25";"Gebucht";"Lukas Mustermann";"Opernhaus";"Lastschrift 11/2025 Ref 3305912";"Ausgang";"DE66201572018596263013";"-118,49";"DE22O67492617647";"O-3305912";"";"2. lifestyle&fun";"theatre/opera"
"18.01.26";"18.01.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"4707986321061 PP.4855.PP . ODEG, Ihr Einkauf bei ODEG";"Ausgang";"DE88500700100175526303";"-26,99";"LU96ZZZ0000000000000000058";"5PYM339439457KV";"";"3. mobility";"train tickets"
"29.03.26";"29.03.26";"Gebucht";"Lukas Mustermann";"E.ON Gas";"Abschlag 03/2026 Kundennr 656584042";"Ausgang";"DE91037497364567121249";"-79,38";"DE22EG87641557213";"EG-656584042";"";"8. fixed costs";"gas/heating"
"24.01.26";"24.01.26";"Gebucht";"Lukas Mustermann";"Fahrrad.XXL/Freiburg";"FAHRRAD 34488384//Freiburg/DE 2026-01-24T20:28:12 KFN 0 VJ 2812";"Ausgang";"";"-1.208,52";"";"";"";"3. mobility";"bicycle"
"28.02.26";"28.02.26";"Gebucht";"Lukas Mustermann";"KVB Köln";"Lastschrift 02/2026 Ref 3691496";"Ausgang";"DE11287942968827697040";"-60,66";"DE22KK95314196156";"KK-3691496";"";"3. mobility";"öpnv"
"19.01.26";"19.01.26";"Gebucht";"Lukas Mustermann";"ERGO";"Versicherungsbeitrag Police 05183440 01/2026";"Ausgang";"DE27554701429503369368";"-136,13";"DE22E34021104549";"E-05183440";"";"8. fixed costs";"insurance"
"02.10.25";"02.10.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"9879206231459 PP.4855.PP . CANVA PRO, Ihr Einkauf bei CANVA PRO";"Ausgang";"DE88500700100175526303";"-42,32";"LU96ZZZ0000000000000000058";"5PYM688910961KV";"";"7. abos";"cloud/software"
"11.12.25";"11.12.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"8105697413283 PP.4855.PP . DOUGLAS GESCHENKSET, Ihr Einkauf bei DOUGLAS GESCHENKSET";"Ausgang";"DE88500700100175526303";"-114,67";"LU96ZZZ0000000000000000058";"5PYM483152037KV";"";"2. lifestyle&fun";"presents"
"05.09.25";"05.09.25";"Gebucht";"Lukas Mustermann";"Deutschlandticket";"Lastschrift 09/2025 Ref 62258660";"Ausgang";"DE59867874422758548596";"-22,68";"DE22D55942824911";"D-62258660";"";"3. mobility";"öpnv"
"06.07.25";"06.07.25";"Gebucht";"Lukas Mustermann";"ARD ZDF Deutschlandradio Beitragsservice";"Rundfunkbeitrag 07/2025 Beitragsnr 66118289";"Ausgang";"DE21075864358309753363";"-40,79";"DE22AZD14928969186";"AZD-66118289";"";"8. fixed costs";"rundfunk"
"17.02.26";"17.02.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"7948714855245 PP.4855.PP . WOOLWORTH, Ihr Einkauf bei WOOLWORTH";"Ausgang";"DE88500700100175526303";"-178,72";"LU96ZZZ0000000000000000058";"5PYM787158415KV";"";"2. lifestyle&fun";"shopping (rest)"
"21.05.26";"21.05.26";"Gebucht";"Lukas Mustermann";"Little.John.Bikes.0165/Dortmund";"LITTLE SAGT DANKE. 2026-05-21T18:14:59 KFN 0 VJ 2812";"Ausgang";"";"-267,84";"";"";"";"3. mobility";"bicycle"
"24.11.25";"24.11.25";"Gebucht";"Lukas Mustermann";"NP.Markt/Augsburg";"NP SAGT DANKE. 2025-11-24T22:09:12 KFN 0 VJ 2812";"Ausgang";"";"-43,65";"";"";"";"1. groceries";"supermarket"
"05.12.25";"05.12.25";"Gebucht";"Lukas Mustermann";"Cineplex.2004/Rostock";"CINEPLEX SAGT DANKE. 2025-12-05T19:06:20 KFN 0 VJ 2812";"Ausgang";"";"-33,71";"";"";"";"2. lifestyle&fun";"cinema"
"24.09.25";"24.09.25";"Gebucht";"Lukas Mustermann";"FitX";"FITX Abo Kd-Nr. 12597999 09/2025";"Ausgang";"DE03238876766062895134";"-61,33";"DE22F03997838744";"F-12597999";"";"7. abos";"gym"
"20.08.25";"20.08.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"7860162590841 PP.4855.PP . KINDERGARTEN BEITRAG, Ihr Einkauf bei KINDERGARTEN BEITRAG";"Ausgang";"DE88500700100175526303";"-191,98";"LU96ZZZ0000000000000000058";"5PYM947855011KV";"";"4. family";"family"
"17.01.26";"17.01.26";"Gebucht";"Lukas Mustermann";"Masterclass";"MASTERCLASS Abo Kd-Nr. 820391 01/2026";"Ausgang";"DE70263444359624587012";"-36,94";"DE22M04242536909";"M-820391";"";"5. education";"online courses"
"08.02.26";"08.02.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"4017750954654 PP.4855.PP . ABOUT YOU, Ihr Einkauf bei ABOUT YOU";"Ausgang";"DE88500700100175526303";"-24,95";"LU96ZZZ0000000000000000058";"5PYM084245607KV";"";"2. lifestyle&fun";"shopping (clothes)"
"08.04.26";"08.04.26";"Gebucht";"Lukas Mustermann";"Stern.Apotheke/Regensburg";"STERN 2026-04-08T07:20:01 KFN 0 VJ 2812";"Ausgang";"";"-76,28";"";"";"";"6. healthcare";"pharmacy"
"19.09.25";"19.09.25";"Gebucht";"Lukas Mustermann";"Disney Plus";"DISNEY Abo Kd-Nr. 5966771 09/2025";"Ausgang";"DE53902262473650032990";"-14,78";"DE22DP90064761442";"DP-5966771";"";"7. abos";"streaming"
"26.12.25";"26.12.25";"Gebucht";"Lukas Mustermann";"Urban Sports Club";"URBAN Abo Kd-Nr. 4238935 12/2025";"Ausgang";"DE44071107298502305066";"-18,92";"DE22USC71485333171";"USC-4238935";"";"7. abos";"gym"
"27.08.25";"27.08.25";"Gebucht";"Lukas Mustermann";"Sonnen.Apotheke.426/Rostock";"SONNEN 42866251//Rostock/DE 2025-08-27T18:11:56 KFN 0 VJ 2812";"Ausgang";"";"-17,09";"";"";"";"6. healthcare";"pharmacy"
"20.09.25";"20.09.25";"Gebucht";"Lukas Mustermann";"Dropbox";"DROPBOX Abo Kd-Nr. 760895 09/2025";"Ausgang";"DE30120339801387162833";"-53,50";"DE22D56890581080";"D-760895";"";"7. abos";"cloud/software"
"03.01.26";"03.01.26";"Gebucht";"Lukas Mustermann";"Grammarly";"GRAMMARLY Abo Kd-Nr. 648674163 01/2026";"Ausgang";"DE71206317552977601458";"-64,67";"DE22G40811441572";"G-648674163";"";"7. abos";"cloud/software"
"23.06.26";"23.06.26";"Gebucht";"Lukas Mustermann";"Staatsoper.6815/Aachen";"STAATSOPER 56724380//Aachen/DE 2026-06-23T09:48:06 KFN 0 VJ 2812";"Ausgang";"";"-99,37";"";"";"";"2. lifestyle&fun";"theatre/opera"
"22.09.25";"22.09.25";"Gebucht";"Lukas Mustermann";"REWE.Center/München";"REWE 2025-09-22T16:36:43 KFN 0 VJ 2812";"Ausgang";"";"-91,86";"";"";"";"1. groceries";"supermarket"
"05.12.25";"05.12.25";"Gebucht";"Lukas Mustermann";"Domino's.126/Bielefeld";"DOMINO'S 10158199//Bielefeld/DE 2025-12-05T21:35:35 KFN 0 VJ 2812";"Ausgang";"";"-47,25";"";"";"";"2. lifestyle&fun";"going out (food&drinks)"
"20.04.26";"20.04.26";"Gebucht";"Lukas Mustermann";"Coursera/Düsseldorf";"COURSERA 66262359//Düsseldorf/DE 2026-04-20T20:56:50 KFN 0 VJ 2812";"Ausgang";"";"-80,52";"";"";"";"5. education";"online courses"
"11.02.26";"11.02.26";"Gebucht";"Lukas Mustermann";"O2 DSL";"Rechnung 02/2026 Kd-Nr. 1206605";"Ausgang";"DE80856902891708880724";"-31,96";"DE22OD20753087722";"OD-1206605";"";"8. fixed costs";"internet"
"09.12.25";"09.12.25";"Gebucht";"Lukas Mustermann";"ARD ZDF Deutschlandradio Beitragsservice";"Rundfunkbeitrag 12/2025 Beitragsnr 715711120";"Ausgang";"DE70180589359679262552";"-32,87";"DE22AZD57615033598";"AZD-715711120";"";"8. fixed costs";"rundfunk"
"21.12.25";"21.12.25";"Gebucht";"Lukas Mustermann";"MediaMarkt.3605/Köln";"MEDIAMARKT 91815899//Köln/DE 2025-12-21T08:58:58 KFN 0 VJ 2812";"Ausgang";"";"-48,09";"";"";"";"2. lifestyle&fun";"shopping (rest)"
"22.10.25";"22.10.25";"Gebucht";"Lukas Mustermann";"Eurowings";"Lastschrift 10/2025 Ref 30187186";"Ausgang";"DE37599805626565045547";"-673,93";"DE22E81376742662";"E-30187186";"";"2. lifestyle&fun";"vacation"
"28.03.26";"28.03.26";"Gebucht";"Lukas Mustermann";"Der Spiegel";"DER Abo Kd-Nr. 0642116 03/2026";"Ausgang";"DE84603895159234665217";"-9,13";"DE22DS46453316495";"DS-0642116";"";"7. abos";"(e)-papers"
"07.06.26";"07.06.26";"Gebucht";"Lukas Mustermann";"Wochenmarkt.Stand.Meyer/Wuppertal";"WOCHENMARKT SAGT DANKE. 2026-06-07T16:43:34 KFN 0 VJ 2812";"Ausgang";"";"-4,39";"";"";"";"1. groceries";"farmers market"
"21.06.26";"21.06.26";"Gebucht";"Lukas Mustermann";"Hugendubel.928/Essen";"Kartenzahlung 2026-06-21T19:18:42 KFN 0 VJ 2812";"Ausgang";"";"-37,67";"";"";"";"5. education";"books"
